"","X","n_occurrence","latitude","longitude","city","occurrence_type","carteira","bolsa_ou_mochila","celular","documentos","notebook","tablet","mp4_ou_ipod","cartao_de_credito","outros","relogio","equipamento_de_som","tv","dvd","som","moveis","computador","estepe","bicicleta","dinheiro","date","time","suburb"
"275",275,18318,-22.886214,-43.1120364,"Niteroi","Roubo ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-03","09:00","São Lourenço"
"276",276,18321,-22.9053931,-43.1122787,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-27","16:00","Icaraí"
"277",277,18328,-22.8827991,-43.1001988,"Niteroi","Roubo de Ve�culo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-11-30","23:45","São Lourenço"
"278",278,18353,-22.9063027,-43.1063859,"Niteroi","Roubo ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-28","19:30","Icaraí"
"279",279,18365,-22.9456614,-43.0332112,"Niteroi","Roubo de Ve�culo ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-29","00:15","Jacaré"
"280",280,18367,-22.9648225,-43.0342263,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-28","23:00","Itacoatiara"
"281",281,18465,-22.9420845,-43.0382807,"Niteroi","Roubo ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-01","22:45","Jacaré"
"282",282,18487,-22.903691,-43.1161134,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-03-27","22:00","Icaraí"
"283",283,18506,-22.8943785,-43.1085364,"Niteroi","Roubo de Ve�culo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-03","23:00","Pé Pequeno"
"284",284,18567,-22.9093954,-43.1083053,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-06","13:30","Icaraí"
"285",285,18640,-22.8875252,-43.1178331,"Niteroi","Arrombamento Veicular ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-08","07:30","Centro"
"286",286,18688,-22.9084912,-43.1000508,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-10","11:45","Vital Brazil"
"287",287,18723,-22.9046871,-43.1107612,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-11","22:30","Icaraí"
"288",288,18726,-22.943845,-43.0156443,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-12","16:30","Engenho do Mato"
"289",289,18770,-22.9124394,-43.0674853,"Niteroi","Roubo de Ve�culo ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-14","06:30","Maceió"
"290",290,18775,-22.8827991,-43.1001988,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-08","23:00","São Lourenço"
"291",291,18794,-22.8849838,-43.1087002,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-14","20:45","São Lourenço"
"292",292,18883,-22.8919711,-43.121399,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-14","21:00","Centro"
"293",293,18938,-22.9145643,-43.0480543,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-20","12:30","Jacaré"
"294",294,18946,-22.9039187,-43.1089103,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-20","20:45","Icaraí"
"295",295,18949,-22.9048423,-43.1206163,"Niteroi","Roubo de Ve�culo ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-19","22:00","Ingá"
"296",296,18958,-22.906643,-43.0985005,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-24","23:00","Vital Brazil"
"297",297,19130,-22.8618633,-43.0931428,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-24","23:00","Barreto"
"298",298,19211,-22.9141008,-43.0966331,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-01-05","18:30","Vital Brazil"
"299",299,19231,-22.9088859,-43.1006475,"Niteroi","Roubo de Ve�culo ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-12-30","21:00","Vital Brazil"
"300",300,19260,-22.9051281,-43.124383,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-29","10:15","Ingá"
"301",301,19291,-22.86004,-43.09971,"Niteroi","Assalto a grupo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-30","15:00","Barreto"
"302",302,19312,-22.882064,-43.0971191,"Niteroi","Roubo de Ve�culo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-28","22:45","São Lourenço"
"303",303,19340,-22.9368888,-43.0254553,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-04-11","20:00","Engenho do Mato"
"304",304,19347,-22.9325057,-43.0192932,"Niteroi","Arrombamento Domiciliar ",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-03","10:45","Engenho do Mato"
"305",305,19518,-22.9004633,-43.12819,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-06","04:00","Ingá"
"306",306,19660,-22.9111758,-43.109202,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-16","18:00","Icaraí"
"307",307,19664,-22.8917224,-43.0691992,"Niteroi","Roubo de Ve�culo ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-20","03:30","Caramujo"
"308",308,19865,-22.8941469,-43.1239164,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-23","14:00","Centro"
"309",309,20980,-22.8851451,-43.0299343,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-22","21:00","Vila Progresso"
"310",310,2090,-22.9023687,-43.1229169,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-07-27","20:01","Ingá"
"311",311,2135,-22.8735449,-43.1062378,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-08-14","19:01","Largo do Barradas"
"312",312,2139,-22.9053852,-43.1084501,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-07-29","19:15","Icaraí"
"313",313,2185,-22.9154084,-43.0827088,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-02-21","23:50","Cachoeira"
"314",314,2331,-22.9062575,-43.0995697,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-04-30","01:50","Icaraí"
"315",315,2432,-22.8864736,-43.0262014,"Niteroi","Furto ",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-08-05","18:01","Vila Progresso"
"316",316,2486,-22.8801241,-43.0986179,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-08-15","18:01","São Lourenço"
"317",317,2522,-22.8942446,-43.118416,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-04-28","14:45","Centro"
"318",318,2555,-22.9052368,-43.1197907,"Niteroi","Furto ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-02-15","03:01","Ingá"
"319",319,2666,-22.8661253,-43.1007984,"Niteroi","Roubo ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-08-13","21:01","Barreto"
"320",320,2711,-22.8666067,-43.1012705,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-05-11","14:01","Barreto"
"321",321,2790,-22.8869512,-43.122317,"Niteroi","Assalto a grupo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-03-14","18:02","Centro"
"322",322,2813,-22.8987628,-43.0995716,"Niteroi","Furto ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-05-15","19:04","Santa Rosa"
"323",323,21071,-22.9064859,-43.0986762,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-25","19:30","Vital Brazil"
"324",324,21317,-22.901747,-43.0995296,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-03-25","09:00","Santa Rosa"
"325",325,21371,-22.9062337,-43.109511,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-03","20:45","Icaraí"
"326",326,21436,-22.8668292,-43.1011354,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-10-23","15:00","Barreto"
"327",327,21780,-22.9071144,-43.1104552,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-14","22:00","Icaraí"
"328",328,22087,-22.904698,-43.1114594,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-15","16:00","Icaraí"
"329",329,22195,-22.9022442,-43.1116792,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-28","03:00","Icaraí"
"330",330,22256,-22.9021101,-43.111857,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-12-19","14:00","Icaraí"
"331",331,22721,-22.8909521,-43.0303892,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-30","21:00","Muriqui"
"332",332,23204,-22.8691646,-43.1032177,"Niteroi","Furto ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-19","15:30","Largo do Barradas"
"333",333,23398,-22.8788169,-43.0902222,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-01","10:15","Fonseca"
"334",334,23470,-22.9016267,-43.1273673,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-01-31","00:30","Ingá"
"335",335,23696,-22.904528,-43.1131887,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-22","22:00","Icaraí"
"336",336,23734,-22.8993834,-43.1289277,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-16","18:00","Gragoatá"
"337",337,24110,-22.9075363,-43.0433375,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-06-20","06:00","Pendotiba"
"338",338,24339,-22.885816,-43.1116026,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-05","21:45","São Lourenço"
"339",339,24579,-22.9039605,-43.098378,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-09-06","17:15","Vital Brazil"
"340",340,25061,-22.885116,-43.1018344,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-21","07:00","São Lourenço"
"341",341,25233,-22.9036485,-43.1071869,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-06-12","16:00","Icaraí"
"342",342,25273,-22.8988346,-43.0995904,"Niteroi","Arrombamento Domiciliar ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-03-07","20:30","Santa Rosa"
"343",343,25294,-22.8995593,-43.1075485,"Niteroi","Roubo de Ve�culo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-05","03:00","Icaraí"
"344",344,25426,-22.9008346,-43.1074156,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-21","16:00","Icaraí"
"345",345,25538,-22.8857713,-43.1249206,"Niteroi","Assalto a grupo ",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-18","05:00","Centro"
"346",346,25777,-22.8941901,-43.122281,"Niteroi","Roubo ",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-06","03:00","Centro"
"347",347,25966,-22.8972483,-43.1245938,"Niteroi","Roubo ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-08","06:45","Ingá"
"348",348,26141,-22.8951819,-43.1239384,"Niteroi","Assalto a grupo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-09","20:00","Ingá"
"349",349,26143,-22.9153385,-43.0885168,"Niteroi","Roubo ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-03","19:15","São Francisco"
"350",350,26268,-22.9421341,-43.0504917,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2013-06-02","06:30","Jacaré"
"351",351,26475,-22.9008821,-43.1092549,"Niteroi","Roubo ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-12","22:30","Icaraí"
"352",352,26480,-22.914081,-43.0966573,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-13","00:30","Vital Brazil"
"353",353,26515,-22.8853264,-43.1230914,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-24","22:00","Centro"
"354",354,26637,-22.8905492,-43.1237913,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-16","22:00","Centro"
"355",355,27132,-22.8837793,-43.1185331,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-19","15:30","Centro"
"356",356,27341,-22.8931279,-43.1183002,"Niteroi","Furto ",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2013-11-04","14:00","Centro"
"357",357,27382,-22.9325365,-43.0158568,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-24","01:00","Engenho do Mato"
"358",358,27538,-22.9210103,-43.0894162,"Niteroi","Roubo ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-22","19:45","São Francisco"
"359",359,27618,-22.9037745,-43.1036868,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-04-01","20:00","Icaraí"
"360",360,27627,-22.9197652,-43.0932648,"Niteroi","Roubo ",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-23","21:30","São Francisco"
"361",361,27703,-22.902014,-43.1048429,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-07-19","05:00","Icaraí"
"362",362,27742,-22.8952835,-43.0385184,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-06-13","17:00","Pendotiba"
"363",363,27818,-22.9603948,-43.0604107,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-05-11","18:00","Camboinhas"
"364",364,28055,-22.8977386,-43.1054121,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-08-03","10:00","Icaraí"
"365",365,28180,-22.9045093,-43.0963697,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-08-05","19:30","Vital Brazil"
"366",366,28194,-22.9614201,-43.0534632,"Niteroi","Arrombamento Veicular ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2014-08-02","14:30","Camboinhas"
